0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
-6.10	0.05	0.14	0.00	0.00	0.00	-0.00	-0.00	-0.00	-0.00	-0.00	0.00	0.00	
-6.10	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	
-6.10	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	-0.00	
-6.10	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	0.02	0.02	-0.00	-0.00	
-6.10	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	0.02	0.02	0.02	0.02	
-6.10	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	0.02	0.02	0.02	0.02	
-6.09	0.05	0.14	-6.10	0.05	0.14	-0.00	-0.00	-0.00	0.08	0.08	0.02	0.02	
-6.09	0.05	0.14	-6.09	0.05	0.14	-0.00	-0.00	-0.00	0.08	0.08	0.08	0.08	
-6.09	0.05	0.14	-6.09	0.05	0.14	-0.00	-0.00	-0.00	0.08	0.08	0.08	0.08	
-6.08	0.05	0.14	-6.09	0.05	0.14	-0.00	-0.00	0.00	0.17	0.17	0.08	0.08	
-6.08	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.00	0.17	0.17	0.17	0.17	
-6.08	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.00	0.17	0.17	0.17	0.17	
-6.08	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.00	0.26	0.27	0.17	0.17	
-6.08	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.00	0.26	0.27	0.26	0.27	
-6.08	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.00	0.26	0.27	0.26	0.27	
-6.07	0.05	0.14	-6.08	0.05	0.14	-0.00	-0.00	0.01	0.35	0.37	0.26	0.27	
-6.07	0.05	0.14	-6.07	0.05	0.14	-0.00	-0.00	0.01	0.35	0.37	0.35	0.37	
-6.07	0.05	0.14	-6.07	0.05	0.14	-0.00	-0.00	0.01	0.35	0.37	0.35	0.37	
-6.06	0.05	0.14	-6.07	0.05	0.14	-0.00	-0.00	0.01	0.44	0.47	0.35	0.37	
-6.06	0.05	0.14	-6.06	0.05	0.14	-0.00	-0.00	0.01	0.44	0.47	0.44	0.47	
-6.06	0.05	0.14	-6.06	0.05	0.14	-0.00	-0.00	0.01	0.44	0.47	0.44	0.47	
-6.05	0.05	0.14	-6.06	0.05	0.14	-0.00	-0.00	0.01	0.53	0.57	0.44	0.47	
-6.05	0.05	0.14	-6.05	0.05	0.14	-0.00	-0.00	0.01	0.53	0.57	0.53	0.57	
-6.05	0.05	0.14	-6.05	0.05	0.14	-0.00	-0.00	0.01	0.53	0.57	0.53	0.57	
-6.04	0.05	0.14	-6.05	0.05	0.14	-0.00	-0.00	0.01	0.62	0.67	0.53	0.57	
-6.04	0.05	0.14	-6.04	0.05	0.14	-0.00	-0.00	0.01	0.62	0.67	0.62	0.67	
-6.04	0.05	0.14	-6.04	0.05	0.14	-0.00	-0.00	0.01	0.62	0.67	0.62	0.67	
-6.03	0.05	0.14	-6.04	0.05	0.14	-0.00	-0.00	0.02	0.71	0.77	0.62	0.67	
-6.03	0.05	0.14	-6.03	0.05	0.14	-0.00	-0.00	0.02	0.71	0.77	0.71	0.77	
-6.03	0.05	0.14	-6.03	0.05	0.14	-0.00	-0.00	0.02	0.71	0.77	0.71	0.77	
-6.02	0.05	0.14	-6.03	0.05	0.14	-0.00	-0.00	0.02	0.80	0.87	0.71	0.77	
-6.02	0.05	0.14	-6.02	0.05	0.14	-0.00	-0.00	0.02	0.80	0.87	0.80	0.87	
-6.02	0.05	0.14	-6.02	0.05	0.14	-0.00	-0.00	0.02	0.80	0.87	0.80	0.87	
-6.01	0.05	0.14	-6.02	0.05	0.14	0.00	-0.00	0.02	0.89	0.97	0.80	0.87	
-6.01	0.05	0.14	-6.01	0.05	0.14	0.00	-0.00	0.02	0.89	0.97	0.89	0.97	
-6.01	0.05	0.14	-6.01	0.05	0.14	0.00	-0.00	0.02	0.89	0.97	0.89	0.97	
-6.01	0.05	0.14	-6.01	0.05	0.14	0.00	-0.00	0.02	0.89	0.97	0.89	0.97	
-6.00	0.05	0.14	-6.01	0.05	0.14	-0.00	-0.00	0.02	0.98	1.07	0.89	0.97	
-6.00	0.05	0.14	-6.00	0.05	0.14	-0.00	-0.00	0.02	0.98	1.07	0.98	1.07	
-6.00	0.05	0.14	-6.00	0.05	0.14	-0.00	-0.00	0.02	0.98	1.07	0.98	1.07	
-5.99	0.05	0.14	-6.00	0.05	0.14	-0.00	-0.00	0.03	1.07	1.17	0.98	1.07	
-5.99	0.05	0.14	-5.99	0.05	0.14	-0.00	-0.00	0.03	1.07	1.17	1.07	1.17	
-5.99	0.05	0.14	-5.99	0.05	0.14	-0.00	-0.00	0.03	1.07	1.17	1.07	1.17	
-5.99	0.05	0.14	-5.99	0.05	0.14	-0.00	-0.00	0.03	1.07	1.17	1.07	1.17	
-5.98	0.05	0.14	-5.99	0.05	0.14	0.00	-0.00	0.03	1.16	1.27	1.07	1.17	
-5.98	0.05	0.14	-5.98	0.05	0.14	0.00	-0.00	0.03	1.16	1.27	1.16	1.27	
-5.98	0.05	0.14	-5.98	0.05	0.14	0.00	-0.00	0.03	1.16	1.27	1.16	1.27	
-5.97	0.05	0.14	-5.98	0.05	0.14	-0.00	-0.00	0.03	1.25	1.37	1.16	1.27	
-5.97	0.05	0.14	-5.97	0.05	0.14	-0.00	-0.00	0.03	1.25	1.37	1.25	1.37	
-5.96	0.05	0.14	-5.97	0.05	0.14	0.00	-0.00	0.04	1.34	1.47	1.25	1.37	
-5.96	0.05	0.14	-5.96	0.05	0.14	0.00	-0.00	0.04	1.34	1.47	1.34	1.47	
-5.96	0.05	0.14	-5.96	0.05	0.14	0.00	-0.00	0.04	1.34	1.47	1.34	1.47	
-5.96	0.05	0.14	-5.96	0.05	0.14	0.00	-0.00	0.04	1.34	1.47	1.34	1.47	
-5.95	0.05	0.14	-5.96	0.05	0.14	0.00	-0.00	0.04	1.43	1.57	1.34	1.47	
-5.95	0.05	0.14	-5.95	0.05	0.14	0.00	-0.00	0.04	1.43	1.57	1.43	1.57	
-5.95	0.05	0.14	-5.95	0.05	0.14	0.00	-0.00	0.04	1.43	1.57	1.43	1.57	
-5.95	0.05	0.14	-5.95	0.05	0.14	-0.00	-0.00	0.04	1.52	1.67	1.43	1.57	
-5.95	0.05	0.14	-5.95	0.05	0.14	-0.00	-0.00	0.04	1.52	1.67	1.52	1.67	
-5.95	0.05	0.14	-5.95	0.05	0.14	-0.00	-0.00	0.04	1.52	1.67	1.52	1.67	
-5.94	0.05	0.14	-5.95	0.05	0.14	0.00	-0.00	0.05	1.61	1.77	1.52	1.67	
-5.94	0.05	0.14	-5.94	0.05	0.14	0.00	-0.00	0.05	1.61	1.77	1.61	1.77	
-5.94	0.05	0.14	-5.94	0.05	0.14	0.00	-0.00	0.05	1.61	1.77	1.61	1.77	
-5.93	0.05	0.14	-5.94	0.05	0.14	0.00	-0.00	0.05	1.70	1.87	1.61	1.77	
-5.93	0.05	0.14	-5.93	0.05	0.14	0.00	-0.00	0.05	1.70	1.87	1.70	1.87	
-5.93	0.05	0.14	-5.93	0.05	0.14	0.00	-0.00	0.05	1.70	1.87	1.70	1.87	
-5.92	0.05	0.14	-5.93	0.05	0.14	0.00	-0.00	0.05	1.79	1.97	1.70	1.87	
-5.92	0.05	0.14	-5.92	0.05	0.14	0.00	-0.00	0.05	1.79	1.97	1.79	1.97	
-5.92	0.05	0.14	-5.92	0.05	0.14	0.00	-0.00	0.05	1.79	1.97	1.79	1.97	
-5.92	0.05	0.14	-5.92	0.05	0.14	0.00	-0.00	0.05	1.79	1.97	1.79	1.97	
-5.91	0.05	0.14	-5.92	0.05	0.14	0.00	-0.00	0.05	1.88	2.07	1.79	1.97	
-5.91	0.05	0.14	-5.91	0.05	0.14	0.00	-0.00	0.05	1.88	2.07	1.88	2.07	
-5.91	0.05	0.14	-5.91	0.05	0.14	0.00	-0.00	0.05	1.88	2.07	1.88	2.07	
-5.91	0.05	0.14	-5.91	0.05	0.14	0.00	-0.00	0.05	1.88	2.07	1.88	2.07	
-5.90	0.05	0.14	-5.91	0.05	0.14	0.00	-0.00	0.06	1.97	2.17	1.88	2.07	
-5.90	0.05	0.14	-5.90	0.05	0.14	0.00	-0.00	0.06	1.97	2.17	1.97	2.17	
